,MonthPE,Date,Daily_Temp,Daily_Precip,Daily_Humidity,Daily_Pressure,Daily_WindDir,Daily_WindSpeed,Daily_DNI,Daily_GHI,Daily_radiation
2019-02-03,2,2019-02-03,26.316666666666666,30.59166666666667,69.83333333333333,1001.7666666666668,76.91666666666667,5.5249999999999995,328.5833333333333,410.25,211.83333333333334
2019-02-04,2,2019-02-04,27.008333333333336,28.808333333333334,68.08333333333333,1001.4333333333334,72.16666666666667,6.033333333333334,249.91666666666666,414.5833333333333,237.91666666666666
2019-02-05,2,2019-02-05,26.416666666666668,24.849999999999998,64.16666666666667,1000.5833333333334,72.16666666666667,4.091666666666667,567.5,502.75,123.75
2019-02-06,2,2019-02-06,26.59166666666667,25.425,65.33333333333333,999.6999999999999,81.58333333333333,4.2,363.9166666666667,444.0,215.16666666666666
2019-02-07,2,2019-02-07,26.308333333333334,22.641666666666666,62.75,1000.7416666666667,89.25,3.908333333333333,748.6666666666666,542.4166666666666,74.0
2019-02-08,2,2019-02-08,26.808333333333334,24.8,63.833333333333336,1000.2166666666667,84.66666666666667,3.9166666666666665,577.4166666666666,502.0833333333333,139.25
2019-02-09,2,2019-02-09,27.34166666666667,26.583333333333332,64.41666666666667,1001.3916666666668,78.33333333333333,3.858333333333333,708.3333333333334,537.5,86.0
2019-02-10,2,2019-02-10,27.166666666666668,34.19166666666667,69.08333333333333,1003.1416666666668,70.75,6.083333333333333,278.3333333333333,372.8333333333333,214.58333333333334
2019-02-11,2,2019-02-11,26.875,26.916666666666668,65.25,1004.725,72.41666666666667,6.933333333333334,662.9166666666666,521.6666666666666,110.08333333333333
2019-02-12,2,2019-02-12,26.833333333333332,29.808333333333334,65.33333333333333,1004.5583333333334,74.75,7.083333333333333,357.4166666666667,375.3333333333333,167.41666666666666
2019-02-13,2,2019-02-13,25.96666666666667,35.44166666666667,79.16666666666667,1003.8833333333333,72.58333333333333,5.408333333333334,46.75,215.0,197.41666666666666
2019-02-14,2,2019-02-14,26.65833333333333,29.34166666666667,65.25,1003.3583333333332,69.41666666666667,6.541666666666667,468.5,480.8333333333333,189.91666666666666
2019-02-15,2,2019-02-15,26.84166666666667,26.133333333333336,58.583333333333336,1003.2166666666667,75.16666666666667,5.808333333333334,732.25,551.8333333333334,77.66666666666667
2019-02-16,2,2019-02-16,27.133333333333336,30.508333333333336,62.083333333333336,1002.0166666666668,72.0,4.816666666666667,564.3333333333334,512.1666666666666,139.25
2019-02-17,2,2019-02-17,27.40833333333333,32.391666666666666,61.166666666666664,1001.0833333333334,82.08333333333333,4.616666666666666,496.3333333333333,493.75,173.0
2019-02-18,2,2019-02-18,27.808333333333334,28.025000000000002,59.583333333333336,1001.8666666666667,95.5,4.991666666666666,588.6666666666666,513.5833333333334,149.66666666666666
2019-02-19,2,2019-02-19,27.366666666666664,23.583333333333332,60.333333333333336,1003.4083333333333,85.58333333333333,5.316666666666667,732.8333333333334,563.8333333333334,84.33333333333333
2019-02-20,2,2019-02-20,26.925,23.441666666666666,60.583333333333336,1003.8583333333332,77.41666666666667,6.0,542.5,512.1666666666666,171.58333333333334
2019-02-21,2,2019-02-21,26.849999999999998,25.3,59.916666666666664,1002.6916666666666,83.0,4.675,590.75,522.1666666666666,152.5
2019-02-22,2,2019-02-22,26.96666666666667,26.974999999999998,61.916666666666664,1000.8416666666667,66.83333333333333,4.075,411.0833333333333,460.9166666666667,188.58333333333334
2019-02-23,2,2019-02-23,26.608333333333334,29.866666666666664,65.83333333333333,999.5,79.33333333333333,3.9250000000000003,167.83333333333334,357.75,246.66666666666666
2019-02-24,2,2019-02-24,26.875,27.90833333333333,62.916666666666664,999.3416666666667,71.41666666666667,2.9916666666666667,436.6666666666667,490.25,196.16666666666666
2019-02-25,2,2019-02-25,26.891666666666666,30.09166666666667,64.0,999.975,75.83333333333333,2.5083333333333333,250.25,432.8333333333333,272.9166666666667
2019-02-26,2,2019-02-26,27.025000000000002,25.891666666666666,61.583333333333336,999.8666666666667,71.33333333333333,5.1000000000000005,265.9166666666667,387.0,244.66666666666666
2019-02-27,2,2019-02-27,27.025000000000002,24.099999999999998,58.416666666666664,999.0,78.91666666666667,6.0,382.1666666666667,464.5833333333333,226.25
2019-02-28,2,2019-02-28,27.575,26.633333333333336,60.083333333333336,998.725,78.08333333333333,4.4750000000000005,204.75,348.4166666666667,233.66666666666666
2019-03-01,3,2019-03-01,27.458333333333332,24.316666666666666,61.0,999.7416666666667,74.16666666666667,4.383333333333334,584.4166666666666,546.5,152.33333333333334
2019-03-02,3,2019-03-02,27.141666666666666,21.59166666666667,60.333333333333336,998.1,78.58333333333333,4.516666666666667,691.5,573.5,117.91666666666667
2019-03-03,3,2019-03-03,27.925,30.75,61.416666666666664,997.4333333333334,122.75,1.575,682.6666666666666,579.1666666666666,104.0
2019-03-04,3,2019-03-04,28.241666666666664,28.46666666666667,61.083333333333336,998.65,81.41666666666667,3.6333333333333333,588.1666666666666,553.25,158.0
2019-03-05,3,2019-03-05,28.208333333333332,39.041666666666664,61.5,999.2916666666666,81.5,5.8,280.4166666666667,405.25,237.33333333333334
2019-03-06,3,2019-03-06,28.34166666666667,38.833333333333336,63.166666666666664,999.4083333333333,81.91666666666667,3.3333333333333335,620.4166666666666,564.3333333333334,133.91666666666666
2019-03-07,3,2019-03-07,28.808333333333334,36.975,62.583333333333336,999.1833333333334,89.91666666666667,4.2250000000000005,350.0833333333333,463.25,242.58333333333334
2019-03-08,3,2019-03-08,28.333333333333332,29.84166666666667,61.333333333333336,999.3666666666667,83.08333333333333,4.083333333333333,416.4166666666667,466.1666666666667,219.75
2019-03-09,3,2019-03-09,28.566666666666666,26.541666666666668,60.0,998.8333333333334,98.16666666666667,3.141666666666667,618.4166666666666,560.6666666666666,164.75
2019-03-10,3,2019-03-10,28.53333333333333,26.141666666666666,58.833333333333336,999.1166666666667,145.75,1.3,551.1666666666666,562.3333333333334,173.33333333333334
2019-03-11,3,2019-03-11,28.808333333333334,28.133333333333336,59.416666666666664,998.9416666666666,252.16666666666666,0.9916666666666667,444.75,539.1666666666666,216.41666666666666
2019-03-12,3,2019-03-12,29.025000000000002,27.441666666666666,56.166666666666664,999.275,142.75,1.9333333333333333,456.5833333333333,554.3333333333334,208.5
2019-03-13,3,2019-03-13,27.175,39.675,71.83333333333333,1000.975,80.0,3.5999999999999996,301.3333333333333,477.6666666666667,258.5
2019-03-14,3,2019-03-14,27.808333333333334,40.4,65.66666666666667,1001.0083333333333,66.0,2.908333333333333,436.6666666666667,529.3333333333334,223.5
2019-03-15,3,2019-03-15,26.599999999999998,45.03333333333333,77.75,1000.725,46.833333333333336,2.183333333333333,85.5,380.4166666666667,313.3333333333333
2019-03-16,3,2019-03-16,27.650000000000002,40.108333333333334,65.58333333333333,1000.225,76.0,5.433333333333334,277.9166666666667,474.0833333333333,284.3333333333333
2019-03-17,3,2019-03-17,27.633333333333336,40.21666666666667,68.25,1000.725,69.08333333333333,5.833333333333333,262.5833333333333,377.6666666666667,236.5
2019-03-18,3,2019-03-18,28.849999999999998,35.891666666666666,59.333333333333336,999.4499999999999,75.25,5.608333333333333,524.8333333333334,558.0833333333334,175.25
2019-03-19,3,2019-03-19,29.083333333333332,31.166666666666668,59.583333333333336,999.1083333333332,75.33333333333333,5.508333333333333,409.75,503.9166666666667,257.5833333333333
2019-03-20,3,2019-03-20,28.9,30.846153846153847,59.46153846153846,998.7461538461539,78.6923076923077,6.407692307692307,637.8461538461538,551.8461538461538,116.15384615384616
2019-03-21,3,2019-03-21,29.141666666666666,27.383333333333336,58.166666666666664,998.375,86.75,4.8,658.0,604.4166666666666,132.33333333333334
2019-03-22,3,2019-03-22,29.241666666666664,28.724999999999998,57.333333333333336,998.1166666666667,74.58333333333333,2.9499999999999997,520.0833333333334,571.4166666666666,184.83333333333334
2019-03-23,3,2019-03-23,29.150000000000002,29.316666666666666,56.333333333333336,998.9,74.5,4.0,554.5833333333334,579.0833333333334,176.75
2019-03-24,3,2019-03-24,28.46923076923077,29.26923076923077,57.92307692307692,999.2,78.3076923076923,6.484615384615385,660.4615384615385,566.6153846153846,103.0
2019-03-25,3,2019-03-25,29.150000000000002,29.041666666666668,54.5,1000.0916666666667,83.5,4.958333333333333,300.6666666666667,424.0,241.25
2019-03-26,3,2019-03-26,29.03333333333333,33.53333333333333,56.5,1001.1583333333333,77.58333333333333,5.366666666666667,503.0,553.8333333333334,167.0
2019-03-27,3,2019-03-27,28.876923076923074,45.9076923076923,60.84615384615385,1000.5846153846154,77.07692307692308,6.361538461538462,171.3846153846154,377.9230769230769,272.38461538461536
2019-03-28,3,2019-03-28,29.71666666666667,42.074999999999996,60.416666666666664,998.6916666666666,83.16666666666667,3.658333333333333,277.3333333333333,461.3333333333333,278.0
2019-03-29,3,2019-03-29,29.825,37.0,60.083333333333336,997.3333333333334,94.5,3.266666666666667,599.8333333333334,595.5,148.0
2019-03-30,3,2019-03-30,29.26923076923077,35.06923076923077,61.15384615384615,998.3538461538462,73.0,3.430769230769231,443.0,523.0769230769231,190.53846153846155
2019-03-31,3,2019-03-31,29.23076923076923,35.57692307692308,59.0,999.7615384615384,79.92307692307692,4.292307692307692,370.9230769230769,466.2307692307692,209.53846153846155
2019-04-01,4,2019-04-01,29.271428571428572,32.92142857142857,58.285714285714285,999.6928571428572,76.35714285714286,4.742857142857143,254.57142857142858,392.0,220.71428571428572
2019-04-02,4,2019-04-02,29.057142857142857,32.98571428571429,57.214285714285715,999.2214285714286,79.71428571428571,4.871428571428572,507.64285714285717,504.92857142857144,131.71428571428572
2019-04-03,4,2019-04-03,27.423076923076923,45.400000000000006,72.92307692307692,999.5846153846154,72.15384615384616,3.6384615384615384,385.6923076923077,404.15384615384613,179.69230769230768
2019-04-04,4,2019-04-04,28.92142857142857,41.85,61.5,999.2714285714285,86.28571428571429,4.442857142857143,423.07142857142856,461.7142857142857,188.21428571428572
2019-04-05,4,2019-04-05,29.27692307692308,41.45384615384615,62.38461538461539,998.4692307692308,96.84615384615384,3.792307692307692,428.84615384615387,510.61538461538464,199.92307692307693
2019-04-06,4,2019-04-06,29.676923076923078,39.784615384615385,62.07692307692308,998.3,89.07692307692308,2.646153846153846,401.61538461538464,494.53846153846155,224.46153846153845
2019-04-07,4,2019-04-07,30.6,39.73076923076923,59.15384615384615,997.9615384615385,87.0,2.2,587.3846153846154,561.5384615384615,125.15384615384616
2019-04-08,4,2019-04-08,30.385714285714283,37.65,59.42857142857143,997.6857142857143,75.85714285714286,4.4714285714285715,300.85714285714283,449.7142857142857,226.28571428571428
2019-04-09,4,2019-04-09,29.95384615384615,53.62307692307692,66.07692307692308,997.2538461538461,84.0,6.223076923076923,195.30769230769232,401.38461538461536,265.38461538461536
2019-04-10,4,2019-04-10,30.299999999999997,49.26923076923077,63.92307692307692,997.0,88.84615384615384,4.469230769230769,281.53846153846155,425.6923076923077,265.0
2019-04-11,4,2019-04-11,29.27692307692308,56.93846153846154,69.92307692307692,996.3846153846154,105.3076923076923,3.1923076923076925,201.0,429.84615384615387,288.3076923076923
2019-04-12,4,2019-04-12,28.1,55.284615384615385,81.46153846153847,997.5538461538462,100.84615384615384,2.5461538461538464,147.53846153846155,367.15384615384613,265.3076923076923
2019-04-13,4,2019-04-13,28.807692307692307,53.16153846153846,74.76923076923077,998.3307692307692,93.0,3.5153846153846158,466.9230769230769,528.6153846153846,162.84615384615384
2019-04-14,4,2019-04-14,30.376923076923074,48.146153846153844,61.23076923076923,997.9846153846154,100.46153846153847,2.8615384615384616,463.7692307692308,520.1538461538462,179.30769230769232
2019-04-15,4,2019-04-15,30.150000000000002,45.214285714285715,61.285714285714285,997.5285714285714,100.71428571428571,3.0500000000000003,93.85714285714286,365.7857142857143,303.7857142857143
2019-04-16,4,2019-04-16,30.176923076923078,44.73076923076923,62.38461538461539,997.2923076923076,104.6923076923077,2.9153846153846152,305.0,455.84615384615387,262.38461538461536
2019-04-17,4,2019-04-17,30.323076923076922,47.9076923076923,63.30769230769231,997.0692307692308,176.23076923076923,1.169230769230769,371.0769230769231,504.3076923076923,207.69230769230768
2019-04-18,4,2019-04-18,29.207692307692305,47.276923076923076,73.6923076923077,996.9769230769232,104.0,1.9,161.15384615384616,423.3076923076923,314.46153846153845
2019-04-19,4,2019-04-19,30.72142857142857,36.771428571428565,60.714285714285715,995.7785714285714,111.78571428571429,2.9499999999999997,461.14285714285717,505.07142857142856,149.85714285714286
2019-04-20,4,2019-04-20,30.721428571428568,34.042857142857144,58.92857142857143,995.25,93.14285714285714,3.1714285714285713,589.9285714285714,535.7142857142857,100.85714285714286
2019-04-21,4,2019-04-21,30.914285714285715,40.25,59.642857142857146,995.4714285714286,111.78571428571429,2.1285714285714286,546.1428571428571,526.7857142857143,110.57142857142857
2019-04-22,4,2019-04-22,30.864285714285717,36.949999999999996,60.857142857142854,995.8214285714286,86.07142857142857,4.6571428571428575,200.28571428571428,399.7857142857143,280.7857142857143
2019-04-23,4,2019-04-23,30.821428571428573,34.84285714285714,58.07142857142857,996.407142857143,87.14285714285714,5.1499999999999995,494.7857142857143,500.64285714285717,151.07142857142858
2019-04-24,4,2019-04-24,30.75,34.74285714285714,60.0,996.7571428571429,93.21428571428571,4.764285714285714,498.35714285714283,500.2857142857143,159.78571428571428
2019-04-25,4,2019-04-25,31.12142857142857,27.42142857142857,55.42857142857143,995.842857142857,94.85714285714286,3.5714285714285716,641.4285714285714,550.1428571428571,82.21428571428571
2019-04-26,4,2019-04-26,30.97142857142857,28.057142857142857,56.142857142857146,996.2928571428572,81.71428571428571,4.371428571428572,474.14285714285717,501.57142857142856,154.92857142857142
2019-04-27,4,2019-04-27,30.714285714285715,28.5,56.57142857142857,996.9571428571428,79.0,4.971428571428571,540.7857142857143,521.8571428571429,109.42857142857143
2019-04-28,4,2019-04-28,30.928571428571427,38.457142857142856,57.357142857142854,997.0428571428572,78.42857142857143,4.2214285714285715,382.42857142857144,430.64285714285717,132.5
2019-04-29,4,2019-04-29,30.957142857142856,45.721428571428575,58.42857142857143,996.8214285714286,84.5,3.7642857142857147,286.92857142857144,419.5,222.64285714285714
2019-04-30,4,2019-04-30,31.185714285714287,37.878571428571426,53.857142857142854,995.7571428571429,97.42857142857143,2.507142857142857,476.07142857142856,502.5,153.57142857142858
2019-05-01,5,2019-05-01,31.37142857142857,42.92142857142857,55.785714285714285,995.8857142857142,204.07142857142858,0.9642857142857143,371.42857142857144,478.5,171.64285714285714
2019-05-02,5,2019-05-02,30.25,47.17857142857143,65.78571428571429,996.6714285714286,118.92857142857143,1.2785714285714285,354.7142857142857,480.42857142857144,197.42857142857142
2019-05-03,5,2019-05-03,28.3,50.728571428571435,80.21428571428571,997.2071428571428,159.78571428571428,1.1785714285714286,328.14285714285717,472.07142857142856,199.5
2019-05-04,5,2019-05-04,28.8,51.971428571428575,73.07142857142857,996.4357142857143,264.64285714285717,1.7,271.42857142857144,446.7142857142857,246.5
2019-05-05,5,2019-05-05,28.42142857142857,52.58571428571429,78.57142857142857,995.1071428571429,261.07142857142856,2.6785714285714284,397.35714285714283,491.14285714285717,166.28571428571428
2019-05-06,5,2019-05-06,27.349999999999998,59.885714285714286,86.78571428571429,994.3571428571429,265.5,3.492857142857143,98.5,272.57142857142856,197.21428571428572
2019-05-07,5,2019-05-07,28.157142857142855,59.114285714285714,81.78571428571429,993.5214285714285,267.14285714285717,2.6285714285714286,33.5,274.42857142857144,242.85714285714286
2019-05-08,5,2019-05-08,27.392857142857142,62.49285714285714,87.42857142857143,993.2928571428572,234.07142857142858,0.8285714285714285,66.07142857142857,328.0,283.64285714285717
2019-05-09,5,2019-05-09,27.07857142857143,61.09285714285714,89.78571428571429,994.0785714285714,259.14285714285717,2.257142857142857,462.64285714285717,508.0,134.92857142857142
2019-05-10,5,2019-05-10,27.771428571428572,61.285714285714285,84.35714285714286,995.6214285714286,247.78571428571428,2.9499999999999997,523.0714285714286,517.7142857142857,114.78571428571429
2019-05-11,5,2019-05-11,27.321428571428573,59.228571428571435,87.57142857142857,996.8000000000001,243.57142857142858,2.414285714285714,344.14285714285717,469.07142857142856,192.57142857142858
2019-05-12,5,2019-05-12,28.228571428571428,53.457142857142856,81.07142857142857,996.4928571428571,177.92857142857142,1.5571428571428572,195.14285714285714,369.92857142857144,232.92857142857142
2019-05-13,5,2019-05-13,28.678571428571427,49.41428571428571,77.57142857142857,996.7428571428571,125.64285714285714,1.3499999999999999,425.35714285714283,492.42857142857144,170.85714285714286
2019-05-14,5,2019-05-14,29.807142857142857,44.892857142857146,73.0,996.6999999999999,101.21428571428571,1.4642857142857142,485.2142857142857,511.92857142857144,138.0
2019-05-15,5,2019-05-15,29.957142857142856,48.94285714285714,73.21428571428571,996.9428571428572,58.214285714285715,1.1642857142857144,319.14285714285717,452.57142857142856,191.14285714285714
2019-05-16,5,2019-05-16,31.157142857142855,50.542857142857144,62.5,995.4,217.21428571428572,1.092857142857143,503.7857142857143,519.0,124.92857142857143
2019-05-17,5,2019-05-17,29.521428571428572,53.457142857142856,74.57142857142857,994.9857142857143,260.5,1.6357142857142857,146.14285714285714,344.35714285714283,240.0
2019-05-18,5,2019-05-18,28.942857142857143,51.25714285714286,78.28571428571429,995.0571428571428,245.42857142857142,2.35,372.14285714285717,477.2142857142857,183.07142857142858
2019-05-19,5,2019-05-19,29.657142857142855,50.81428571428571,73.28571428571429,995.9142857142857,255.28571428571428,1.6428571428571428,474.5,511.92857142857144,139.14285714285714
2019-05-20,5,2019-05-20,29.657142857142855,51.642857142857146,74.71428571428571,995.4785714285715,263.42857142857144,2.0714285714285716,335.2857142857143,433.7857142857143,152.71428571428572
2019-05-21,5,2019-05-21,28.97142857142857,54.42857142857143,79.28571428571429,995.3214285714286,273.64285714285717,1.6142857142857143,284.14285714285717,407.5,189.85714285714286
2019-05-22,5,2019-05-22,28.442857142857143,52.76428571428572,80.14285714285714,995.4357142857143,256.07142857142856,1.5214285714285716,312.85714285714283,418.07142857142856,151.78571428571428
2019-05-23,5,2019-05-23,28.914285714285715,52.0,77.57142857142857,995.8928571428571,239.0,1.1071428571428572,190.64285714285714,413.92857142857144,261.5
2019-05-24,5,2019-05-24,28.157142857142855,54.800000000000004,81.5,995.8571428571429,116.78571428571429,1.2142857142857142,80.35714285714286,285.57142857142856,218.85714285714286
2019-05-25,5,2019-05-25,28.064285714285713,57.25,81.78571428571429,995.1857142857143,94.92857142857143,2.8785714285714286,159.21428571428572,378.2857142857143,253.28571428571428
2019-05-26,5,2019-05-26,26.92142857142857,59.628571428571426,89.42857142857143,996.0571428571428,110.42857142857143,1.9428571428571428,105.35714285714286,369.57142857142856,275.2857142857143
2019-05-27,5,2019-05-27,27.27857142857143,58.43571428571429,85.85714285714286,996.1285714285714,143.92857142857142,1.5285714285714285,330.64285714285717,392.2142857142857,124.14285714285714
2019-05-28,5,2019-05-28,27.935714285714287,56.385714285714286,81.35714285714286,995.8285714285714,107.57142857142857,2.05,358.0,470.0,177.14285714285714
2019-05-29,5,2019-05-29,28.264285714285712,54.91428571428571,80.92857142857143,995.3857142857142,85.57142857142857,1.8928571428571428,140.14285714285714,362.2142857142857,244.14285714285714
2019-05-30,5,2019-05-30,29.714285714285715,51.621428571428574,72.64285714285714,995.6428571428571,81.71428571428571,2.8857142857142857,296.7142857142857,442.85714285714283,227.21428571428572
2019-05-31,5,2019-05-31,30.514285714285712,53.635714285714286,68.42857142857143,996.3357142857143,91.42857142857143,3.5357142857142856,252.64285714285714,415.14285714285717,247.14285714285714
2019-06-01,6,2019-06-01,33.44285714285714,53.042857142857144,54.42857142857143,1005.7928571428572,104.71428571428571,3.792857142857143,191.57142857142858,397.92857142857144,247.35714285714286
2019-06-02,6,2019-06-02,33.48571428571429,48.82142857142857,52.857142857142854,1005.9285714285714,101.57142857142857,4.128571428571429,430.85714285714283,479.85714285714283,175.21428571428572
2019-06-03,6,2019-06-03,33.6,54.042857142857144,54.285714285714285,1005.5142857142857,106.57142857142857,3.542857142857143,274.42857142857144,410.64285714285717,224.92857142857142
2019-06-04,6,2019-06-04,33.49285714285715,50.68571428571429,53.214285714285715,1006.0,109.35714285714286,3.6999999999999997,391.92857142857144,469.2857142857143,162.07142857142858
2019-06-05,6,2019-06-05,33.3,46.16428571428571,51.07142857142857,1007.157142857143,111.14285714285714,3.1714285714285713,199.35714285714286,344.2857142857143,203.71428571428572
2019-06-06,6,2019-06-06,32.871428571428574,47.9,53.57142857142857,1008.0428571428572,97.85714285714286,4.307142857142857,395.85714285714283,460.07142857142856,193.78571428571428
2019-06-07,6,2019-06-07,33.09285714285714,54.771428571428565,54.07142857142857,1007.8000000000001,100.57142857142857,4.364285714285715,475.14285714285717,488.7857142857143,151.21428571428572
2019-06-08,6,2019-06-08,33.51428571428571,55.9,52.92857142857143,1006.5642857142857,117.35714285714286,3.0714285714285716,323.2857142857143,444.42857142857144,208.85714285714286
2019-06-09,6,2019-06-09,33.042857142857144,58.199999999999996,56.42857142857143,1005.3000000000001,177.85714285714286,2.8857142857142857,405.0,479.92857142857144,170.42857142857142
2019-06-10,6,2019-06-10,32.32857142857143,62.614285714285714,59.142857142857146,1004.8071428571428,211.92857142857142,3.442857142857143,83.28571428571429,306.7857142857143,235.5
2019-06-11,6,2019-06-11,31.685714285714287,63.42142857142857,63.857142857142854,1005.5785714285714,233.35714285714286,4.35,470.7142857142857,501.64285714285717,134.5
2019-06-12,6,2019-06-12,31.392857142857142,62.83571428571429,64.28571428571429,1004.9357142857143,254.21428571428572,3.085714285714286,267.07142857142856,434.07142857142856,243.5
2019-06-13,6,2019-06-13,31.485714285714288,59.35,62.714285714285715,1005.2642857142857,254.28571428571428,4.5,363.7142857142857,463.14285714285717,189.64285714285714
2019-06-14,6,2019-06-14,31.349999999999998,60.107142857142854,65.57142857142857,1004.6714285714286,240.64285714285714,5.885714285714286,427.5,484.07142857142856,143.85714285714286
2019-06-15,6,2019-06-15,31.25714285714286,58.31428571428571,65.28571428571429,1004.6,240.0,4.914285714285714,227.07142857142858,408.14285714285717,223.35714285714286
2019-06-16,6,2019-06-16,31.585714285714285,56.82142857142857,61.42857142857143,1005.3071428571428,223.64285714285714,3.085714285714286,368.35714285714283,449.0,155.85714285714286
